device location,device type,accuracy value,first seen date,most recent date accessed,temperature,highest value,highest date,lowest value,lowest date
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:26:28,18.1875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:26:29,21.0,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:26:29,21.25,43.5,2023/01/16-18:10:52,21.25,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:26:30,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:26:31,18.625,46.1875,2023/01/16-18:10:52,18.625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:26:33,18.1875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:26:34,21.0,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:26:34,21.25,43.5,2023/01/16-18:10:52,21.25,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:26:35,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:26:36,18.625,46.1875,2023/01/16-18:10:52,18.625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:26:38,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:26:39,20.9375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:26:39,21.25,43.5,2023/01/16-18:10:52,21.25,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:26:40,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:26:41,18.625,46.1875,2023/01/16-18:10:52,18.625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:26:43,18.1875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:26:44,20.9375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:26:44,21.1875,43.5,2023/01/16-18:10:52,21.1875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:26:45,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:26:46,18.625,46.1875,2023/01/16-18:10:52,18.625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:26:48,18.1875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:26:49,20.9375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:26:50,21.1875,43.5,2023/01/16-18:10:52,21.1875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:26:50,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:26:51,18.625,46.1875,2023/01/16-18:10:52,18.625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:26:53,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:26:54,20.875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:26:55,21.1875,43.5,2023/01/16-18:10:52,21.1875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:26:55,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:26:56,18.5625,46.1875,2023/01/16-18:10:52,18.5625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:26:58,18.1875,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:26:59,20.875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:00,21.125,43.5,2023/01/16-18:10:52,21.125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:27:00,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:01,18.625,46.1875,2023/01/16-18:10:52,18.5625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:03,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:04,20.875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:05,21.125,43.5,2023/01/16-18:10:52,21.125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:27:05,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:06,18.5625,46.1875,2023/01/16-18:10:52,18.5625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:08,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:09,20.875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:10,21.125,43.5,2023/01/16-18:10:52,21.125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:27:10,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:11,18.5625,46.1875,2023/01/16-18:10:52,18.5625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:13,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:14,20.8125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:15,21.0625,43.5,2023/01/16-18:10:52,21.0625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:27:15,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:16,18.5625,46.1875,2023/01/16-18:10:52,18.5625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:18,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:19,20.8125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:20,21.0625,43.5,2023/01/16-18:10:52,21.0625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:27:21,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:21,18.5625,46.1875,2023/01/16-18:10:52,18.5625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:23,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:24,20.8125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:25,21.0625,43.5,2023/01/16-18:10:52,21.0625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:27:26,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:26,18.5625,46.1875,2023/01/16-18:10:52,18.5625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:28,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:29,20.75,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:30,21.0625,43.5,2023/01/16-18:10:52,21.0625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:27:31,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:31,18.5625,46.1875,2023/01/16-18:10:52,18.5625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:33,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:34,20.75,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:35,21.0,43.5,2023/01/16-18:10:52,21.0,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:27:36,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:36,18.5625,46.1875,2023/01/16-18:10:52,18.5625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:38,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:39,20.75,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:40,21.0,43.5,2023/01/16-18:10:52,21.0,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:27:41,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:41,18.5625,46.1875,2023/01/16-18:10:52,18.5625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:43,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:44,20.75,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:45,20.9375,43.5,2023/01/16-18:10:52,20.9375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:27:46,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:46,18.5625,46.1875,2023/01/16-18:10:52,18.5625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:48,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:49,20.6875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:50,20.9375,43.5,2023/01/16-18:10:52,20.9375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:27:51,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:51,18.5625,46.1875,2023/01/16-18:10:52,18.5625,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:53,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:54,20.6875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:55,20.9375,43.5,2023/01/16-18:10:52,20.9375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:27:56,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:57,18.5,46.1875,2023/01/16-18:10:52,18.5,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:27:58,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:27:59,20.6875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:00,20.9375,43.5,2023/01/16-18:10:52,20.9375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:28:01,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:02,18.5625,46.1875,2023/01/16-18:10:52,18.5,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:03,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:04,20.6875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:05,20.875,43.5,2023/01/16-18:10:52,20.875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:28:06,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:07,18.5,46.1875,2023/01/16-18:10:52,18.5,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:08,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:09,20.625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:10,20.875,43.5,2023/01/16-18:10:52,20.875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:28:11,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:12,18.5625,46.1875,2023/01/16-18:10:52,18.5,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:13,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:14,20.625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:15,20.875,43.5,2023/01/16-18:10:52,20.875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:28:16,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:17,18.5,46.1875,2023/01/16-18:10:52,18.5,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:18,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:19,20.625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:20,20.8125,43.5,2023/01/16-18:10:52,20.8125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:28:21,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:22,18.5,46.1875,2023/01/16-18:10:52,18.5,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:23,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:24,20.5625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:25,20.8125,43.5,2023/01/16-18:10:52,20.8125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:28:26,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:27,18.5,46.1875,2023/01/16-18:10:52,18.5,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:28,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:29,20.5625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:30,20.8125,43.5,2023/01/16-18:10:52,20.8125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:28:31,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:32,18.5,46.1875,2023/01/16-18:10:52,18.5,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:34,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:34,20.5625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:35,20.75,43.5,2023/01/16-18:10:52,20.75,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:28:36,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:37,18.5,46.1875,2023/01/16-18:10:52,18.5,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:39,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:39,20.5625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:40,20.75,43.5,2023/01/16-18:10:52,20.75,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:28:41,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:42,18.5,46.1875,2023/01/16-18:10:52,18.5,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:44,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:44,20.5625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:45,20.75,43.5,2023/01/16-18:10:52,20.75,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:28:46,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:47,18.5,46.1875,2023/01/16-18:10:52,18.5,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:49,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:49,20.5,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:50,20.75,43.5,2023/01/16-18:10:52,20.75,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:28:51,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:52,18.5,46.1875,2023/01/16-18:10:52,18.5,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:54,18.125,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:54,20.5,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:55,20.6875,43.5,2023/01/16-18:10:52,20.6875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:28:56,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:57,18.5,46.1875,2023/01/16-18:10:52,18.5,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:28:59,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:28:59,20.5,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:00,20.6875,43.5,2023/01/16-18:10:52,20.6875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:29:01,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:02,18.5,46.1875,2023/01/16-18:10:52,18.5,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:04,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:04,20.5,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:05,20.6875,43.5,2023/01/16-18:10:52,20.6875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:29:06,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:07,18.4375,46.1875,2023/01/16-18:10:52,18.4375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:09,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:09,20.4375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:10,20.625,43.5,2023/01/16-18:10:52,20.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:29:11,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:12,18.4375,46.1875,2023/01/16-18:10:52,18.4375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:14,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:15,20.4375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:15,20.625,43.5,2023/01/16-18:10:52,20.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:29:16,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:17,18.4375,46.1875,2023/01/16-18:10:52,18.4375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:19,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:20,20.4375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:20,20.625,43.5,2023/01/16-18:10:52,20.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:29:21,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:22,18.4375,46.1875,2023/01/16-18:10:52,18.4375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:24,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
