device location,device type,accuracy value,first seen date,most recent date accessed,temperature,highest value,highest date,lowest value,lowest date
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:14,36.5,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:38:15,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:16,31.0,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:17,18.3125,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:18,28.9375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:19,36.875,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:38:20,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:21,31.0625,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:22,18.3125,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:23,29.0625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:24,37.25,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:38:25,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:26,31.125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:27,18.3125,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:28,29.1875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:29,37.5625,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:38:30,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:31,31.1875,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:32,18.3125,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:33,29.25,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:34,37.9375,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:38:35,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:36,31.25,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:37,18.3125,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:38,29.375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:39,38.25,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:38:40,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:41,31.3125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:42,18.3125,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:43,29.5,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:44,38.5625,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:38:45,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:46,31.375,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:47,18.375,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:48,29.625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:49,38.875,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:38:50,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:51,31.4375,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:53,18.375,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:53,29.75,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:54,39.1875,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:38:55,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:56,31.5,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:58,18.375,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:58,29.8125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:59,39.5,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:39:00,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:01,31.5,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:03,18.375,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:03,29.9375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:04,39.75,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:39:05,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:06,31.5625,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:08,18.375,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:08,30.0,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:09,40.0,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:39:10,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:11,31.625,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:13,18.4375,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:13,30.125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:14,40.25,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:39:15,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:16,31.625,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:18,18.4375,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:18,30.1875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:19,40.5,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:39:20,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:21,31.6875,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:23,18.4375,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:23,30.25,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:24,40.75,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:39:25,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:26,31.6875,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:28,18.4375,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:28,30.3125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:29,41.0,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:39:30,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:31,31.6875,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:33,18.4375,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:34,30.375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:34,41.125,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:39:35,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:36,31.5625,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:38,18.4375,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:39,30.4375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:39,41.0,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:39:40,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:41,31.125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:43,18.5,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:44,30.5,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:44,40.75,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:39:45,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:46,30.4375,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:48,18.5,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:49,30.5,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:49,40.3125,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:39:50,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:51,29.6875,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:53,18.5,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:54,30.5,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:54,39.875,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:39:55,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:56,28.8125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:39:58,18.5,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:59,30.5,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:39:59,39.4375,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:40:00,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:40:01,27.9375,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:40:03,18.5,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:40:04,30.5625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:40:04,38.9375,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:40:05,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:40:06,27.1875,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:40:08,18.5625,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:40:09,30.5625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:40:09,38.5,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:40:10,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:40:11,26.375,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:40:13,18.5625,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:40:14,30.5625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:40:15,38.0625,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:40:15,18.125,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:40:16,25.625,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
